"RT"	"choice"	"subjID"	"condition"
0.684691753	2	3	1
0.876089679	1	3	4
0.618143605	2	3	1
1.184537284	2	3	3
1.033357037	2	3	2
0.692453531	2	3	1
1.417627259	2	3	3
0.950411852	1	3	1
1.18466963	2	3	1
0.518544198	2	3	4
0.726157432	2	3	2
0.434354963	2	3	4
1.359505778	1	3	3
0.792645136	2	3	1
0.751785877	2	3	3
1.143066469	2	3	2
1.084671605	2	3	1
1.74323279	2	3	2
0.809380346	2	3	1
0.936044247	2	3	2
0.419653136	2	3	4
0.934966519	2	3	3
0.70243358	1	3	3
0.518350222	2	3	4
0.733997037	2	3	3
0.758938074	1	3	3
1.118032593	2	3	1
0.343287309	1	3	4
0.700818963	2	3	3
0.642701432	2	3	3
0.710356938	2	3	2
1.142377877	1	3	1
0.775916642	2	3	1
0.54368079	2	3	3
0.776016593	2	3	1
1.568112988	1	3	1
0.717796346	2	3	3
0.826595951	2	3	2
0.717561679	2	3	3
1.48450963	2	3	3
1.050579358	2	3	2
0.767649975	2	3	2
0.533411951	2	3	3
0.495950222	2	3	3
0.600644346	2	3	1
1.784809086	2	3	2
0.984040691	2	3	2
0.875863309	2	3	3
1.018027457	1	3	3
0.593402469	2	3	2
0.869261432	2	3	2
0.659808395	2	3	1
0.559492346	2	3	4
0.768144198	2	3	1
0.734110025	2	3	1
0.800717827	2	3	3
1.000456691	2	3	1
0.775753877	1	3	3
1.201376395	1	3	3
0.467354074	2	3	4
0.701433679	2	3	1
0.677739062	2	3	1
0.959306272	2	3	1
0.993230222	2	3	2
0.41139516	2	3	4
0.501008988	2	3	1
0.358320593	2	3	4
0.962261728	2	3	1
0.434745679	2	3	4
1.074735407	2	3	2
0.501670716	2	3	4
0.733968198	2	3	3
0.893337679	2	3	2
0.667497481	2	3	1
0.951559111	2	3	1
1.368059654	2	3	3
0.684750617	2	3	2
0.750947556	2	3	3
0.85052721	2	3	2
0.784990025	2	3	3
0.458452938	2	3	4
0.73427279	1	3	3
0.47586963	2	3	4
1.293254321	2	3	2
0.867611259	2	3	3
0.592991605	2	3	4
0.892302222	2	3	2
1.05990558	2	3	1
0.759341827	2	3	3
1.635193679	2	3	2
0.809372049	2	3	1
1.001004642	2	3	2
0.626154272	2	3	3
0.393917235	1	3	4
0.401060741	2	3	4
0.518415802	2	3	1
0.501102617	2	3	3
0.717333333	2	3	2
0.842168889	2	3	3
0.492837926	2	3	2
0.368304988	1	3	4
1.074954272	1	3	3
1.144464198	1	3	2
0.434937284	2	3	4
0.342773333	2	3	4
0.709357037	2	3	2
0.501687309	1	3	1
0.284831605	2	3	4
0.343115062	1	3	4
0.534726716	2	3	3
0.575988543	2	3	3
0.900581926	2	3	4
0.450637037	2	3	3
0.492963951	2	3	2
0.368648296	1	3	4
0.634064988	2	3	1
0.410480593	2	3	4
0.609230617	2	3	3
0.750455309	2	3	2
0.743410173	2	3	2
0.517466864	2	3	1
0.725820839	2	3	3
0.31760079	2	3	4
0.550375111	1	3	3
1.143397531	2	3	1
0.484246123	2	3	1
0.409852444	2	3	4
0.393180444	2	3	4
0.601096691	2	3	1
0.77696158	1	3	1
0.967572148	2	3	1
0.376766025	1	3	4
0.626387753	1	3	3
0.367702519	2	3	4
0.484764444	2	3	1
0.843280988	2	3	3
0.743056593	2	3	2
0.667477333	2	3	1
0.884685037	2	3	1
0.643418864	2	3	1
1.026341136	2	3	3
0.584723753	2	3	2
0.383948247	1	3	4
0.98473916	2	3	2
0.64291516	2	3	2
0.559227654	2	3	2
0.742561185	2	3	2
0.860172247	2	3	3
0.384756938	1	3	4
0.534622025	2	3	1
0.325997827	2	3	4
0.77670163	2	3	2
0.559279407	2	3	1
0.384335012	2	3	1
0.426451753	2	3	1
1.242238815	2	3	3
0.526804543	2	3	2
1.06898884	1	3	3
0.667858568	2	3	4
0.733660444	2	3	3
1.027250173	2	3	3
0.784676741	2	3	2
0.441729185	2	3	4
0.509746568	2	3	1
1.90969916	1	3	2
0.659555556	2	3	3
0.942299259	2	3	1
0.426362074	2	3	4
0.576159605	2	3	2
0.40896237	2	3	4
0.442433185	2	3	4
0.968142617	2	3	2
0.826319802	1	3	2
0.500517136	2	3	4
0.502228148	2	3	2
0.942618469	2	3	4
0.435029728	2	3	4
0.46675121	1	3	4
0.601417086	2	4	4
0.567124938	2	4	2
0.43526479	2	4	3
0.543313383	2	4	3
0.875738864	1	4	3
0.428638815	1	4	4
0.791568593	2	4	1
0.502267259	1	4	4
0.702721185	2	4	1
0.741955951	2	4	2
0.601426963	1	4	1
0.51737521	2	4	4
0.758725531	2	4	2
0.701587358	2	4	2
0.458986272	2	4	2
0.459317333	2	4	1
0.550715259	2	4	3
0.659078321	2	4	3
0.658948741	2	4	3
0.809315951	2	4	3
0.758578173	2	4	1
0.642526815	2	4	1
0.702040099	1	4	3
0.659958914	2	4	4
0.485078519	1	4	1
0.841808988	1	4	3
0.600619852	2	4	2
0.82617521	2	4	2
0.55129284	2	4	2
0.675354469	1	4	3
0.83424237	1	4	3
0.784179753	2	4	2
0.63421116	2	4	1
0.608841877	1	4	1
0.577955951	2	4	1
0.634269235	2	4	2
0.809284346	2	4	1
0.700137877	2	4	3
0.416885333	2	4	4
0.509594074	2	4	2
0.551728988	2	4	3
0.434064593	1	4	4
1.350714469	2	4	3
0.766885136	2	4	2
0.700783012	2	4	3
1.034155457	2	4	3
0.500890864	2	4	2
0.409937778	2	4	4
0.692568099	2	4	3
0.784101531	2	4	2
0.743159704	2	4	3
0.326959012	1	4	4
0.500080593	1	4	3
0.452207802	2	4	1
0.626735012	2	4	3
0.467460741	2	4	2
0.644521481	2	4	3
0.327396741	2	4	4
0.800841877	2	4	1
0.533263012	2	4	3
0.509622123	2	4	1
0.709261432	2	4	3
0.692846222	2	4	2
0.344623012	2	4	4
0.651045926	1	4	2
0.575909136	2	4	3
0.534563556	2	4	1
0.350704198	2	4	4
0.341797136	2	4	4
0.550323753	2	4	2
0.726126617	2	4	3
0.734510617	2	4	3
0.792243753	2	4	3
0.476079012	2	4	1
0.601035852	2	4	1
0.675957333	2	4	1
0.541745778	2	4	1
0.583378173	1	4	2
0.567312593	2	4	3
0.560419556	2	4	2
0.517458173	2	4	4
0.460364247	2	4	4
0.600843062	1	4	1
0.566638617	2	4	2
0.451394765	2	4	4
0.559814716	1	4	3
0.54249284	2	4	4
0.567387654	2	4	3
0.475519605	2	4	4
0.918087111	2	4	3
0.800654222	2	4	2
0.509614617	2	4	3
0.401584593	2	4	4
0.568340148	2	4	3
0.793709037	1	4	1
0.584491457	2	4	4
0.917688889	2	4	1
0.575575704	2	4	2
0.527308247	2	4	4
0.717958321	2	4	3
0.642350617	1	4	3
0.28512158	1	4	4
0.800779852	2	4	1
0.509038617	2	4	4
0.508717827	2	4	4
0.417947654	1	4	4
0.584110222	2	4	2
0.509174914	1	4	4
0.72575763	2	4	2
0.875804049	2	4	2
0.792438914	2	4	2
0.617609481	2	4	3
0.633874963	2	4	2
0.534940049	2	4	3
0.642451753	2	4	1
0.567591506	2	4	4
0.700837926	1	4	1
0.50057679	2	4	2
0.411563852	2	4	2
0.541876148	1	4	1
0.442816	2	4	4
0.68403437	2	4	1
0.384662123	1	4	4
0.392859259	2	4	4
0.409961481	2	4	4
0.517703901	2	4	4
0.633686914	2	4	2
0.576430222	2	4	2
0.434218667	2	4	4
0.743073975	2	4	1
0.625430914	2	4	2
0.568790914	2	4	1
0.65081363	2	4	1
0.559216988	2	4	2
0.451208691	2	4	4
0.517641086	2	4	3
0.434709728	1	4	2
0.876013827	2	4	1
0.643917037	2	4	2
0.677300543	2	4	1
0.584106667	2	4	2
0.534637827	2	4	1
0.774999309	2	4	3
0.583839605	2	4	1
0.508356346	2	4	4
0.79234963	2	4	1
0.509551802	2	4	2
0.384981728	2	4	4
0.509374815	2	4	3
0.726170469	2	4	4
0.41747516	2	4	1
0.601773432	1	4	3
0.951587556	2	4	2
0.72610884	1	4	1
0.585311605	2	4	3
0.510065383	1	4	4
0.619032494	2	4	3
0.567610469	2	4	1
0.351662617	2	4	4
0.542691556	2	4	2
0.918637037	2	4	3
0.409449481	2	4	4
0.326878815	2	4	4
0.742347457	2	4	2
0.741622123	2	4	2
0.559152988	2	4	3
0.50882884	2	4	2
0.601423407	2	4	2
0.617342025	2	4	3
0.526054321	2	4	2
1.100725333	2	4	2
0.642893037	2	4	3
0.500133926	2	4	4
0.493132642	2	4	3
0.617362173	2	4	3
0.609084444	1	4	2
0.42611121	2	4	2
0.359127309	2	4	4
0.718081975	2	4	1
0.709158321	1	4	4
0.478037728	2	4	4
0.735258864	2	4	2
0.651407012	2	4	1
0.701106568	2	4	2
0.433606716	1	4	1
0.417694815	1	4	2
0.70908563	2	4	3
0.867776	2	4	1
0.56950716	2	4	1
0.553270123	2	4	2
0.493241679	2	4	1
0.534228148	2	4	3
0.292448	2	4	4
0.393076543	1	4	4
0.392112198	1	4	1
0.483857383	2	4	4
0.52732642	2	4	1
0.517397333	2	4	1
0.600141037	1	4	3
0.350896988	2	4	4
1.109014123	2	4	1
1.084276938	1	4	1
0.785077728	1	4	3
0.577688099	2	4	3
0.450743704	2	4	2
0.659670123	1	4	3
0.726061432	2	4	1
0.767484444	2	4	1
0.40070084	1	4	4
0.409197432	2	4	1
0.775415309	2	4	1
0.46899437	2	4	1
0.600694914	2	4	1
0.367215012	1	4	4
0.359425185	2	4	4
0.650695506	2	4	2
0.309464494	2	4	4
0.550257383	2	4	1
0.467729778	1	4	3
0.509176494	1	4	1
0.500913778	2	4	2
0.725706667	2	4	2
0.575145877	2	4	3
0.434088691	2	4	2
0.485135407	1	4	1
0.674665086	2	4	3
0.393911309	1	4	4
0.501449481	2	4	2
0.742642963	2	4	1
0.534692346	2	4	2
0.576361086	2	4	2
0.543667358	2	4	3
0.619538173	2	4	3
0.25955516	1	4	4
0.38569916	2	4	4
0.758504691	2	4	1
1.317476183	2	5	4
1.176352743	1	5	4
0.933277103	2	5	3
1.97563452	1	5	4
1.175462273	1	5	2
1.300762273	2	5	2
1.226499608	2	5	2
1.025792446	2	5	1
1.009028364	1	5	1
0.842658455	2	5	2
1.101031706	2	5	2
1.359039919	2	5	4
1.659549747	2	5	1
1.458150831	1	5	3
1.02613062	2	5	2
1.367813072	2	5	3
1.3424228	2	5	1
1.199984593	2	5	2
0.992969863	2	5	2
0.684653994	2	5	1
0.759438932	2	5	1
0.633930339	2	5	2
0.634093895	2	5	2
1.22629378	1	5	3
0.751139064	1	5	1
0.742788628	2	5	2
1.092354158	1	5	4
0.84240996	2	5	3
1.042810949	1	5	1
1.450959903	1	5	3
1.034178043	1	5	3
0.75000642	2	5	1
0.967401812	1	5	1
1.218535543	2	5	3
1.225892397	2	5	2
0.992914159	1	5	1
0.992812628	2	5	1
1.133679276	2	5	2
1.025495359	2	5	3
1.133449745	2	5	2
0.792455886	2	5	1
0.943153665	2	5	1
0.76732359	2	5	1
1.018189468	1	5	1
0.617614257	2	5	1
1.217973764	2	5	4
0.950910323	2	5	2
0.775541285	2	5	1
1.017384331	2	5	2
0.584252413	2	5	1
0.625386322	2	5	1
0.54229638	2	5	3
0.876684398	2	5	3
0.900636643	2	5	2
0.692951492	2	5	1
0.86705712	2	5	2
0.801205731	2	5	3
0.559603278	1	5	1
0.559007524	2	5	2
0.851579756	1	5	3
0.568656136	2	5	2
0.443022702	2	5	2
0.500636248	2	5	1
1.151061632	2	5	4
0.568171789	2	5	2
0.733961746	2	5	3
0.492960974	2	5	3
0.675510273	2	5	2
0.801786078	2	5	2
0.692880381	2	5	1
0.650552989	2	5	1
0.992007095	2	5	2
0.760063131	2	5	1
0.801255509	2	5	1
0.701655509	1	5	2
0.750755853	2	5	3
0.442554553	1	5	1
1.125586421	2	5	3
0.750561483	2	5	3
1.125550075	2	5	1
0.72580094	2	5	2
1.142545269	1	5	3
0.717488825	2	5	1
0.559672414	2	5	1
0.85922145	1	5	3
1.284522834	2	5	4
0.684905254	2	5	1
1.234115623	1	5	4
0.81731717	2	5	2
0.484040067	2	5	3
0.475650915	2	5	3
0.692413417	2	5	2
0.551183706	2	5	2
1.218187888	2	5	4
0.633986042	2	5	1
0.634901797	1	5	3
0.992459837	2	5	1
0.883921548	1	5	3
1.759161598	1	5	4
0.684247475	2	5	2
1.233711869	2	5	4
1.334554735	2	5	1
0.600724545	1	5	1
0.775596199	2	5	3
0.535651033	1	5	3
0.65115941	1	5	4
0.516962996	1	5	2
1.034019623	2	5	4
0.949859852	2	5	1
1.000256791	2	5	3
0.801122373	2	5	1
0.709262043	2	5	2
0.659420957	2	5	2
0.942983789	2	5	3
1.251162175	2	5	3
0.692004132	2	5	2
0.85027526	2	5	3
0.642643442	2	5	1
0.74245401	2	5	2
1.000801582	2	5	1
0.868019097	2	5	3
0.742988529	2	5	1
0.709094932	1	5	4
0.70892466	2	5	3
0.50149946	2	5	1
0.859511031	2	5	4
0.717567442	2	5	3
0.52573694	2	5	2
0.842920381	1	5	3
1.293179443	1	5	4
0.650775409	2	5	3
0.825839854	1	5	4
0.99320532	1	5	4
1.001129879	2	5	3
0.700652051	2	5	1
0.692740924	2	5	2
0.758798141	2	5	2
0.742342602	1	5	4
0.476047163	2	5	2
0.70924387	2	5	4
0.501137187	2	5	2
0.675666322	2	5	3
1.142118997	2	5	1
0.501700942	2	5	1
0.96744922	2	5	3
1.10842214	2	5	1
1.117500281	2	5	1
0.884485303	1	5	4
1.967972282	1	5	4
0.975818619	2	5	4
0.659004561	2	5	3
0.783936758	2	5	3
0.667677368	1	5	1
0.660262835	2	5	3
0.892345071	1	5	2
0.909699772	2	5	2
0.767901961	2	5	1
1.400148148	2	5	3
0.625415161	2	5	2
0.600957632	2	5	2
0.959273796	1	5	4
0.849930765	2	5	2
0.618144826	2	5	1
0.484137648	2	5	1
0.934517599	2	5	3
1.017385121	2	5	4
0.809016512	2	5	4
0.725924594	2	5	2
0.842371639	2	5	2
0.492957813	2	5	1
1.108658387	1	5	4
0.735143773	2	5	2
0.801652942	1	5	2
0.800474865	2	5	3
1.351082175	2	5	3
0.917305516	1	5	4
0.734580809	2	5	3
1.301292447	1	5	4
0.776063163	2	5	1
0.567386405	2	5	1
0.717601417	2	5	1
0.834140117	2	5	4
0.684141598	2	5	3
0.684079573	2	5	2
0.533809647	2	5	2
0.484916316	1	5	3
0.52494721	2	5	4
0.701462324	2	5	3
0.567630553	2	5	2
0.650417877	1	5	4
0.668109172	2	5	2
0.701348941	1	5	3
0.834904168	2	5	4
0.884586439	1	5	4
0.809220759	1	5	4
0.559054536	2	5	1
0.950723063	2	5	4
1.142243046	2	5	4
0.659105302	2	5	3
1.242545862	2	5	4
0.883661202	2	5	3
0.734641649	2	5	1
1.717611689	2	5	3
1.600689384	2	5	2
1.067311935	2	5	2
0.959126438	2	5	1
0.542492726	2	5	1
0.8339734	1	5	4
0.60056573	2	5	1
1.167900776	2	5	3
1.367860875	2	5	3
0.817715393	1	5	4
1.059493648	2	5	4
0.817428973	2	5	4
0.750649186	2	5	3
0.73493439	2	5	3
0.775544841	2	5	3
0.634725204	2	5	2
1.417581862	1	5	2
0.717026997	2	5	3
1.191980231	2	6	1
1.251025879	2	6	4
1.06822848	2	6	2
0.610171279	1	6	2
0.659854736	1	6	2
0.675976446	2	6	1
0.717780776	1	6	1
0.684104067	2	6	3
0.700791903	2	6	1
0.726269879	2	6	2
0.733768561	1	6	3
1.133947919	2	6	1
0.876349385	2	6	1
0.792389121	2	6	4
0.724636296	2	6	1
0.684380611	2	6	3
0.618597963	1	6	1
0.842764726	2	6	2
0.858450288	2	6	2
0.70968713	2	6	2
0.601144101	2	6	1
0.826145632	2	6	1
0.818005764	2	6	1
0.651956251	2	6	3
0.634146833	2	6	3
0.743099147	2	6	2
0.592455886	2	6	2
0.734647575	2	6	1
0.650327408	1	6	4
0.675825137	2	6	2
0.693348135	2	6	2
0.709383722	2	6	1
0.742915838	2	6	4
0.659134537	2	6	1
0.692552084	2	6	2
0.800708347	2	6	2
0.717437862	2	6	3
0.792115738	2	6	3
0.800984496	1	6	4
0.725713236	2	6	3
0.66740122	2	6	1
0.592767196	1	6	4
0.725569433	2	6	1
0.884351772	2	6	2
1.325987014	2	6	3
0.759160018	2	6	1
0.684124611	2	6	4
0.609595673	1	6	3
0.817119639	1	6	3
0.793477123	2	6	1
0.900857483	2	6	3
0.609818489	2	6	2
0.701297583	2	6	2
0.510114983	1	6	4
0.775463458	2	6	4
0.659468364	2	6	2
0.642916826	2	6	2
0.949585678	1	6	4
0.775950175	2	6	2
0.908994586	2	6	1
0.73414229	2	6	2
0.967431047	2	6	1
0.550622322	1	6	4
0.618417024	1	6	4
0.842314355	2	6	3
0.601219163	2	6	3
0.742396726	2	6	3
0.550856594	2	6	3
1.150312988	2	6	4
0.592305763	2	6	4
0.576377237	2	6	1
0.509527525	2	6	4
0.625623359	2	6	3
1.10118578	2	6	4
0.733720363	2	6	2
0.968402505	2	6	3
0.842176083	2	6	1
0.526229978	2	6	1
0.926283311	2	6	3
0.884673352	2	6	2
0.74182428	1	6	1
0.801094323	2	6	4
0.708387375	2	6	2
0.659629945	1	6	4
0.618092678	2	6	2
0.434132216	2	6	1
0.825787705	1	6	3
0.717676874	2	6	3
0.892565516	2	6	4
0.601571954	2	6	2
1.126536151	1	6	3
0.951803559	2	6	4
0.809677451	2	6	3
0.658856413	2	6	3
0.566754305	2	6	1
1.134514834	2	6	3
0.575960841	1	6	4
0.559525451	2	6	2
0.742187738	2	6	4
0.526174274	2	6	2
0.926511657	2	6	2
0.667763097	2	6	2
0.676179113	1	6	4
0.859199327	2	6	1
0.841743095	2	6	2
1.166614058	2	6	1
0.484409056	2	6	1
0.484288166	1	6	1
0.551477237	2	6	2
0.734165203	1	6	4
0.900818372	2	6	2
0.817745023	2	6	1
0.742544874	2	6	1
1.042386652	2	6	3
0.808822141	1	6	4
0.842901813	2	6	4
0.517076379	2	6	2
0.550888594	2	6	4
0.567785813	2	6	3
1.176717781	2	6	3
0.593242456	2	6	1
0.776071459	2	6	1
1.043149517	2	6	4
0.651134916	2	6	4
0.68415345	2	6	2
1.026757584	2	6	2
1.250434865	2	6	2
0.809364957	2	6	2
1.117341861	2	6	3
0.651221435	2	6	1
0.942479294	1	6	2
0.709343426	2	6	2
0.543378061	2	6	4
0.859490093	2	6	2
0.575199951	2	6	3
0.550811162	2	6	2
1.033762832	2	6	3
0.825627705	1	6	4
0.650929088	2	6	2
0.559499377	2	6	4
0.58423424	1	6	1
0.534672464	2	6	4
0.65072168	2	6	2
0.7760122	2	6	4
0.675850816	2	6	1
0.775304643	2	6	4
0.575876298	1	6	4
0.792442454	2	6	1
0.652077535	2	6	2
0.526073533	1	6	4
0.492534306	2	6	2
0.866935441	2	6	4
0.609831131	2	6	4
0.593176085	1	6	4
0.609185993	2	6	3
0.559344907	1	6	3
0.659274389	2	6	2
0.658940956	2	6	2
0.88453429	2	6	2
1.159223228	2	6	1
0.643235246	2	6	4
0.593131443	2	6	1
0.542377368	1	6	4
0.601254719	2	6	1
0.7425188	2	6	2
0.542617171	1	6	4
0.550592693	2	6	1
0.617412775	1	6	4
1.092158997	2	6	3
0.71038323	1	6	4
0.909131277	2	6	3
0.676166471	2	6	1
0.77633378	2	6	2
0.701489583	1	6	4
0.508443473	2	6	4
0.650952792	1	6	1
0.592685418	2	6	1
1.042517417	2	6	3
0.508908462	2	6	2
0.701435065	1	6	3
0.675956693	2	6	2
0.592944974	2	6	2
0.892415787	2	6	2
0.600933138	1	6	3
0.767757763	2	6	2
0.551138669	2	6	1
0.660609305	1	6	3
0.775783063	2	6	1
0.550813532	1	6	3
0.717580874	2	6	3
0.78486239	2	6	1
0.709496315	2	6	1
1.001523361	2	6	3
0.601083656	2	6	4
0.617728035	2	6	1
0.918171098	1	6	1
0.592135491	1	6	4
1.017554208	1	6	3
0.75117778	2	6	3
0.833857252	2	6	2
0.567512035	2	6	1
0.78400866	2	6	1
1.059709353	1	6	3
0.650643853	2	6	1
1.176144545	2	6	1
0.926168348	2	6	3
0.475810125	2	6	3
0.675917582	2	6	3
0.475820002	2	6	4
1.001364546	2	6	3
0.642224676	2	6	2
1.06737001	2	6	3
0.50077373	2	6	4
0.609754093	2	6	2
0.741741317	2	6	1
0.57661309	1	6	1
0.533942783	1	6	1
0.80066094	2	6	3
0.475804199	1	6	4
0.875534766	2	6	3
0.542506553	1	6	4
1.000336988	2	6	1
0.800513581	2	6	3
0.892458454	2	6	2
0.933251029	2	6	4
0.78489676	2	6	3
0.509427969	2	6	4
0.551482768	2	6	2
0.509116265	2	6	3
0.692322948	2	6	3
1.53493439	1	6	3
0.609390636	2	6	1
0.584023672	2	6	3
