"RT"	"choice"	"subjID"	"condition"
0.542576084	2	6	4
0.726918967	2	6	3
0.559559426	1	6	3
0.559335821	2	7	3
0.526100397	2	7	2
0.609115277	2	7	2
0.642761566	1	7	3
0.675415458	2	7	3
0.63488797	1	7	3
0.525467902	2	7	4
0.716503144	1	7	1
0.593367296	2	7	1
0.601117632	2	7	4
0.56011844	2	7	1
0.593016085	2	7	1
0.54226517	2	7	3
0.559251673	2	7	3
0.759337401	1	7	3
0.834565994	2	7	2
0.551640003	1	7	1
0.683921548	2	7	1
0.901278225	2	7	1
0.942431096	2	7	3
0.717978307	2	7	3
0.74286685	2	7	1
1.393484234	2	7	4
0.625723705	2	7	4
0.550846718	2	7	1
0.734533797	1	7	4
0.593099443	2	7	2
0.793319493	2	7	2
0.992603245	2	7	3
0.617084873	2	7	4
0.867609418	2	7	2
0.908709746	2	7	1
1.009507574	2	7	4
0.767402997	1	7	3
0.742759393	2	7	4
1.050920397	2	7	2
0.600935508	2	7	4
0.692454504	1	7	4
0.809222734	2	7	2
0.875714915	2	7	2
0.684069302	2	7	1
0.642429318	2	7	3
0.651422521	2	7	3
0.767542454	2	7	2
0.609363377	2	7	2
0.701678423	2	7	2
0.775556692	2	7	1
0.684505846	2	7	2
0.817274503	2	7	1
0.709491574	1	7	4
0.833956018	2	7	3
0.567858504	2	7	2
0.692328084	2	7	1
0.893748728	2	7	2
0.651202867	2	7	3
0.641971441	2	7	1
0.692647294	2	7	1
0.717890603	1	7	3
0.642204923	2	7	1
0.634072561	2	7	3
0.626159064	2	7	4
0.625793236	2	7	3
0.534197203	2	7	4
0.524705432	2	7	3
0.525288939	2	7	2
0.850741829	2	7	3
0.734982193	1	7	1
0.535515922	2	7	3
0.733974783	2	7	1
0.600688199	1	7	4
0.55910787	2	7	1
0.766472625	2	7	3
0.691893515	2	7	1
0.52608341	2	7	4
0.517627887	2	7	2
0.659172858	2	7	3
0.63583533	2	7	3
0.542561072	2	7	3
0.667364479	2	7	4
0.617490998	2	7	1
0.550960496	2	7	4
0.542342207	2	7	3
0.527043411	2	7	4
0.525588791	2	7	2
0.500689582	2	7	2
0.592240972	2	7	2
0.725744051	2	7	4
0.50055368	2	7	1
0.584476019	1	7	4
0.626190274	2	7	4
0.500504297	2	7	3
0.617738702	2	7	4
0.50109294	2	7	2
0.667369219	1	7	4
0.68465518	2	7	1
0.484113549	1	7	3
0.417264232	2	7	3
0.599917827	2	7	4
0.600272198	2	7	2
0.633824857	2	7	2
0.88433992	2	7	1
0.68368056	2	7	2
0.809041401	2	7	4
0.55838293	2	7	4
0.908080806	2	7	2
0.6425668	2	7	3
0.459135327	2	7	3
0.542253713	1	7	1
0.517378207	1	7	3
0.717243491	1	7	3
0.525734174	2	7	4
0.750361186	1	7	3
0.817605566	1	7	3
0.817866307	2	7	1
0.709168808	2	7	4
0.635180316	2	7	4
0.867373565	2	7	1
0.742166404	2	7	2
0.468020678	1	7	4
0.500962175	2	7	2
0.751287607	2	7	2
0.558864906	2	7	4
0.959237845	2	7	3
0.733460412	2	7	2
0.618052776	2	7	2
0.517544528	1	7	3
0.692863788	2	7	3
0.534827723	1	7	2
0.49268601	2	7	2
0.900779261	2	7	1
0.666542749	2	7	4
0.650767903	2	7	4
0.542130849	2	7	1
0.593404826	2	7	4
0.8423748	2	7	3
0.883884413	2	7	2
0.80828209	2	7	1
0.7344935	2	7	4
0.500578964	2	7	2
0.876178323	2	7	2
0.693068826	1	7	4
0.642752875	2	7	1
0.575877483	2	7	1
0.817336923	2	7	3
0.717909566	2	7	2
0.567351244	2	7	4
0.518289616	2	7	1
0.626307212	2	7	4
1.126333089	2	7	1
0.526343756	2	7	2
0.950853434	1	7	3
0.600643557	2	7	1
0.601337287	2	7	4
0.675347507	2	7	4
0.834068611	1	7	1
0.608788956	2	7	1
1.10930866	2	7	4
0.618480629	2	7	1
0.851270817	2	7	2
0.567470553	2	7	1
0.593182801	2	7	2
1.050580643	2	7	1
0.550279408	2	7	2
0.669108285	2	7	1
0.558969598	1	7	3
0.709295623	2	7	3
0.601427756	1	7	1
0.543258357	2	7	1
0.467290602	2	7	2
0.634073746	2	7	3
0.851497188	1	7	1
0.750323655	2	7	2
0.576344447	2	7	2
0.675850026	2	7	4
0.608805548	2	7	2
0.534032462	2	7	1
0.80151546	2	7	2
0.400988841	1	7	4
1.425924002	1	7	3
1.035051921	2	7	3
0.70826372	2	7	2
0.876973189	1	7	4
0.666900675	2	7	2
0.576012595	2	7	1
0.559592612	2	7	2
0.576257138	2	7	3
0.60047289	2	7	3
0.467840134	2	7	4
0.717842011	2	7	1
0.468665815	2	7	2
0.717116281	2	7	1
0.509291278	2	7	2
0.583423967	1	7	3
0.442572726	2	7	4
0.39200591	2	7	4
0.492955048	2	7	2
0.642573121	2	7	3
0.40907182	2	7	2
0.52675225	1	7	3
0.90115141	2	7	2
0.492174404	2	7	1
0.400607211	1	7	4
0.533221399	2	7	2
0.701359608	2	7	2
0.667378306	2	7	1
0.559760908	1	7	1
0.701588744	1	7	3
0.525830965	1	7	4
0.558924956	2	7	2
0.600750224	2	7	1
0.800956051	1	7	2
0.592991196	1	7	4
0.61646186	2	7	3
0.650291062	2	7	1
0.500977582	2	7	1
0.517530701	2	7	2
0.559054931	2	7	4
0.75939192	2	7	1
0.541708132	2	7	1
0.583587128	1	7	4
0.534231574	2	7	3
0.667863443	1	7	1
0.559704019	2	7	2
0.942956924	2	7	2
0.549919506	2	7	4
1.067309565	2	7	4
0.725920644	1	7	3
0.592466553	2	7	4
0.634321451	1	7	3
0.559436167	2	7	1
0.701516843	2	7	3
0.742091737	1	7	3
0.842393368	2	7	3
1.034181993	2	7	3
0.476405879	2	7	4
1.084846785	2	8	2
0.901526324	2	8	1
1.143304184	1	8	4
0.933983475	2	8	3
1.151464991	2	8	2
0.942495096	2	8	4
1.209022833	2	8	3
1.242569171	1	8	1
0.80050805	2	8	4
0.749893037	2	8	2
0.792210948	2	8	2
1.167917369	2	8	4
0.601691263	1	8	4
0.950896891	1	8	3
0.97595452	2	8	1
0.875379112	2	8	3
0.800620248	2	8	2
0.709584019	2	8	3
0.734798884	1	8	1
1.009835476	2	8	3
0.700812051	2	8	1
0.843616481	1	8	3
0.759494241	1	8	3
0.767835986	2	8	4
0.642369269	1	8	4
0.625975755	2	8	3
0.733970833	2	8	2
0.576005088	2	8	4
0.776107805	2	8	2
0.584075425	2	8	4
0.684441451	2	8	3
0.884284216	2	8	1
0.933581301	2	8	3
1.234104561	1	8	1
0.709217796	2	8	3
0.758789845	2	8	2
1.00963913	1	8	3
0.684773698	2	8	1
0.72621536	2	8	3
0.63422624	2	8	1
0.708287029	2	8	2
0.56726433	2	8	2
0.63393666	2	8	1
0.625643507	2	8	4
0.684643723	1	8	4
0.69331416	2	8	3
0.792045811	2	8	2
0.608731277	1	8	4
0.859689994	2	8	3
0.667599936	2	8	1
0.550731359	2	8	4
0.508793104	2	8	3
0.708858289	2	8	2
0.643382604	2	8	3
0.917298405	2	8	3
0.600740347	2	8	4
0.558990536	2	8	2
0.634044907	2	8	2
0.709697402	2	8	2
0.709356858	2	8	4
0.692584874	2	8	1
0.767236281	1	8	4
0.67571689	2	8	1
0.492157417	2	8	2
0.725962915	2	8	4
0.550930866	2	8	2
0.533933302	2	8	1
0.451125434	2	8	1
0.508411868	1	8	3
0.592271787	2	8	2
0.484362043	2	8	2
0.601178076	2	8	2
0.642662405	2	8	1
0.825395408	2	8	3
0.792395837	2	8	3
0.667287837	2	8	2
0.634834242	2	8	4
0.51752517	2	8	1
1.042057565	2	8	2
0.785205699	2	8	2
0.691650551	2	8	2
0.817376429	1	8	1
0.642004626	2	8	1
0.72624183	2	8	3
0.726588299	2	8	2
0.683745746	1	8	3
0.584064759	2	8	4
0.700512594	2	8	3
0.584144166	2	8	1
0.568470456	2	8	2
0.617809023	2	8	1
0.776332595	2	8	4
0.53429992	2	8	2
0.868514901	2	8	1
0.508982734	2	8	1
0.859550142	2	8	4
0.783994833	2	8	3
0.801117632	1	8	1
0.89227238	1	8	2
0.792630899	2	8	1
0.892546948	2	8	2
0.608961203	2	8	3
0.634399278	1	8	1
0.733854289	2	8	3
0.625350766	2	8	2
0.834204512	1	8	2
0.783889351	2	8	2
0.85839893	2	8	3
0.492854702	2	8	4
0.500849977	2	8	4
0.692446602	2	8	2
0.54318448	2	8	2
0.626087558	1	8	4
0.966992527	1	8	2
0.559685451	2	8	4
0.609150043	1	8	3
0.692505862	2	8	4
0.993154752	2	8	1
0.659965353	2	8	1
0.617640331	2	8	2
0.633316807	2	8	2
0.65817809	2	8	2
0.566836083	2	8	4
0.809439229	2	8	1
0.767658998	2	8	1
0.526661781	1	8	4
0.625672742	2	8	3
0.534464661	2	8	3
0.900856693	2	8	2
0.792799986	2	8	2
1.14242596	2	8	4
0.650863508	2	8	4
0.667348676	2	8	3
0.584459031	2	8	3
0.483821203	2	8	4
0.576415163	1	8	1
0.567794899	1	8	4
0.59320532	1	8	3
0.799950222	2	8	1
0.534584365	2	8	1
0.3930789	1	8	1
0.508792709	2	8	1
0.535360267	1	8	1
0.867155096	2	8	1
0.742223293	1	8	3
0.717559541	2	8	2
0.734797303	2	8	4
0.741861811	2	8	2
0.600786174	2	8	2
0.75120583	1	8	4
0.734275031	1	8	4
1.042652134	2	8	2
0.568331394	2	8	4
0.5425188	2	8	3
0.651238817	1	8	1
0.583959672	2	8	4
0.742713171	2	8	2
0.467551738	2	8	3
0.667724381	2	8	3
0.567299886	2	8	4
0.542881072	1	8	1
0.659761106	2	8	2
0.675738619	2	8	3
0.666452279	2	8	2
0.709175129	2	8	3
0.709102438	2	8	3
0.783988117	2	8	3
0.559687031	2	8	4
0.459570686	2	8	2
0.650859952	2	8	1
0.616983737	2	8	2
0.616788576	2	8	4
0.46778443	2	8	4
0.466966256	2	8	1
0.533635029	1	8	2
0.859520118	2	8	4
0.61804369	2	8	2
0.609574735	2	8	1
0.517086651	2	8	4
0.434112067	2	8	4
0.592270997	2	8	3
0.583903573	2	8	3
0.375882224	2	8	3
0.617913319	1	8	1
0.784134685	2	8	2
0.409692069	2	8	1
0.53386298	2	8	3
0.409353895	2	8	3
0.659814834	2	8	3
0.717409812	2	8	2
0.601252743	2	8	3
0.742468232	1	8	3
0.617333368	2	8	4
0.501040792	2	8	4
0.71679549	1	8	2
0.609939773	2	8	3
0.475579804	2	8	3
0.62616736	2	8	2
0.67574652	1	8	1
0.750937977	2	8	1
0.80878698	2	8	4
0.709442191	1	8	1
0.451439904	2	8	4
0.450409976	2	8	1
0.675920743	2	8	3
0.567068379	2	8	3
0.641897169	2	8	4
0.625621384	2	8	4
0.575664545	2	8	1
0.584065944	2	8	4
0.518270653	2	8	4
0.558468659	2	8	2
0.692829023	2	8	1
0.559376117	1	8	4
0.434667525	2	8	3
0.484644118	2	8	2
0.693782704	2	8	2
0.575653483	1	8	3
0.609301352	2	8	2
0.47619057	2	8	3
0.834349105	2	8	1
0.534265549	2	8	1
0.510010686	2	8	4
0.37627057	2	8	1
0.575515211	2	8	1
0.609001894	1	8	1
0.667446652	2	8	3
0.475729137	1	8	1
0.63450713	2	8	1
0.769381865	2	8	2
0.601152397	2	8	1
0.585845305	2	8	4
0.592677911	2	8	1
0.767094849	2	8	3
0.667256232	2	8	4
0.626250323	2	8	1
0.827627906	2	9	4
0.692309911	1	9	4
0.701186175	2	9	4
1.384325105	1	9	3
1.052122177	2	9	3
1.159595772	1	9	3
0.726263163	2	9	4
1.092376281	2	9	1
0.767404183	2	9	1
0.618033023	1	9	4
0.626301287	2	9	3
0.925460791	2	9	1
0.925996891	2	9	1
0.684745254	2	9	1
0.767564578	1	9	1
0.851023113	1	9	3
1.200911014	1	9	3
0.833481943	1	9	1
1.058982437	1	9	3
0.750729779	2	9	3
1.025856051	1	9	4
0.975708792	2	9	3
0.792472479	2	9	3
0.667659195	1	9	4
1.075750866	2	9	1
1.27581131	2	9	1
1.143103097	2	9	4
1.100091852	2	9	3
1.193211641	2	9	3
1.150157729	2	9	2
0.809214833	2	9	3
1.100025482	2	9	2
0.725731014	2	9	3
0.659061055	2	9	3
0.809015722	2	9	4
0.834251129	2	9	2
1.067710158	2	9	3
0.725901286	2	9	2
0.842909319	2	9	3
0.817504825	2	9	1
0.860416119	2	9	3
0.983778338	2	9	4
0.909836464	2	9	3
0.976062372	2	9	3
0.834197401	2	9	1
1.092860233	2	9	1
0.893209863	2	9	3
0.593001468	2	9	4
1.17607699	2	9	1
1.292472676	2	9	1
0.834432068	2	9	1
0.900468347	2	9	1
1.158964857	2	9	2
1.208845845	2	9	2
0.801033879	2	9	4
0.667949171	2	9	2
0.792902702	2	9	2
1.201547065	2	9	1
0.600303803	2	9	4
1.076277484	2	9	2
0.809219574	2	9	2
0.992437713	2	9	1
1.392851739	1	9	2
0.984996711	2	9	1
1.04310527	2	9	1
0.917225713	2	9	1
0.859543821	2	9	2
0.859526044	2	9	4
0.700462421	2	9	1
0.810314292	2	9	4
1.009325846	2	9	2
0.83454229	2	9	4
0.776726868	2	9	2
0.717376232	2	9	3
0.649806716	2	9	1
0.750627853	2	9	1
1.083998981	2	9	1
0.825100296	2	9	3
0.676911164	2	9	4
0.784306537	2	9	3
0.66835332	2	9	4
0.683977647	2	9	1
1.017901863	1	9	2
0.793212036	2	9	2
0.717672924	2	9	2
1.251046422	1	9	2
1.009111722	1	9	3
0.901356052	2	9	3
0.684105648	1	9	4
0.893080678	2	9	3
0.87691551	2	9	3
0.925932891	2	9	2
0.701399904	1	9	4
0.735368959	2	9	4
0.967950949	2	9	3
0.942187343	2	9	1
1.169435199	2	9	3
1.126341385	2	9	2
1.200904693	2	9	3
0.875306815	1	9	4
0.751338966	2	9	2
0.609512315	2	9	2
1.075805779	2	9	1
1.001014125	2	9	3
1.059307969	2	9	1
0.486153652	2	9	4
0.700774915	2	9	1
0.501609287	2	9	4
0.500757532	2	9	4
1.050616199	2	9	4
1.301131261	2	9	2
0.909197648	2	9	3
0.834200956	1	9	2
0.850705483	2	9	4
0.850325038	2	9	2
1.175470964	2	9	3
1.667730702	2	9	1
0.82537763	1	9	4
1.134087376	2	9	3
1.060007625	1	9	1
0.925849137	2	9	3
0.917178306	2	9	1
0.942732924	2	9	2
0.817419886	2	9	4
0.875888742	2	9	1
1.101151805	2	9	2
0.851477435	1	9	3
1.076826621	2	9	2
0.884199672	2	9	3
0.792463393	2	9	4
0.942500627	2	9	2
0.584336957	1	9	4
0.742439788	2	9	4
0.842768677	2	9	3
0.866428576	1	9	1
0.7018483	2	9	4
0.800355951	2	9	2
0.709639723	2	9	2
0.801510719	1	9	2
1.001658867	2	9	1
0.850575507	2	9	2
0.684258142	2	9	4
0.950584001	2	9	1
0.676143558	2	9	1
0.725603804	2	9	4
0.860057008	1	9	1
0.958923771	2	9	2
1.034070191	2	9	2
0.968075394	1	9	3
0.943484728	2	9	3
1.275896644	1	9	3
0.734826143	2	9	4
0.592024083	2	9	4
0.834331327	2	9	4
0.650778965	2	9	1
1.050952002	2	9	1
1.176294274	2	9	1
0.834166191	2	9	1
1.233969845	1	9	2
0.933959376	2	9	4
0.751579954	2	9	3
0.767396676	2	9	1
0.759261549	2	9	3
0.934354438	2	9	2
0.834152759	1	9	3
1.092368775	2	9	4
1.108791524	2	9	2
0.834385846	2	9	2
0.850642273	1	9	2
1.026084397	2	9	3
0.750693038	2	9	2
1.034789205	2	9	3
0.792218059	2	9	2
0.859779279	1	9	3
0.784037499	2	9	1
0.776070274	2	9	2
0.642517812	2	9	4
0.934553155	2	9	3
1.142712776	1	9	3
0.776208151	2	9	3
0.700742915	1	9	3
0.900741335	2	9	1
0.575651112	2	9	4
0.842621714	2	9	2
0.734231179	2	9	1
0.8095135	2	9	4
1.067481022	2	9	3
0.84222033	2	9	2
0.776986029	2	9	4
0.84268927	2	9	2
1.024917383	1	9	4
1.151319212	2	9	2
0.884232858	2	9	4
0.717451294	2	9	2
0.650923557	2	9	1
1.301834078	2	9	2
0.933754338	2	9	1
0.725691112	2	9	4
1.192502899	1	9	1
0.826234126	1	9	4
0.900581334	2	9	2
0.908678536	2	9	2
0.734353253	2	9	4
0.866590156	1	9	1
1.268543345	1	9	1
0.868245863	2	9	4
1.001065089	2	9	2
0.992533319	2	9	1
0.842485022	2	9	4
0.875949582	2	9	2
0.984385944	1	9	1
0.885167576	2	9	4
0.609209697	2	9	4
1.508630338	2	9	3
0.925628693	2	9	2
0.776371706	1	9	1
0.967894455	2	9	2
0.90813888	2	9	1
1.025395803	2	9	1
0.792509615	2	9	1
0.692527195	2	9	3
1.300731458	2	9	2
0.666965466	2	9	1
0.834609056	1	9	3
0.909331574	2	9	2
0.717935245	1	9	3
0.726442916	2	9	3
0.692518504	2	9	3
0.826594423	2	9	3
0.901190521	2	9	1
0.650702322	1	9	4
0.842455788	2	9	2
0.542472973	2	9	4
0.660552416	2	9	4
0.82581773	2	9	2
0.742215392	2	9	2
1.042708233	2	10	2
0.659389747	2	10	4
0.609500068	2	10	4
0.767973073	2	10	1
0.734709204	1	10	4
0.859222636	2	10	3
0.734255673	2	10	4
0.791966404	2	10	2
0.733864956	2	10	2
1.267896628	2	10	3
0.733537054	2	10	4
0.734425549	2	10	3
0.550734915	1	10	4
0.601502028	2	10	4
1.150087013	2	10	3
0.934603328	2	10	2
0.90099299	2	10	3
0.708200115	2	10	1
1.001013335	2	10	2
0.610500366	2	10	4
0.726145039	2	10	1
0.759760118	2	10	4
0.659572661	2	10	4
0.834350685	2	10	1
0.834249549	2	10	2
0.834153549	2	10	2
0.917220182	2	10	3
0.817519837	2	10	1
0.92633783	1	10	1
0.984172216	2	10	3
0.933651227	2	10	2
0.892616874	2	10	1
0.717121021	2	10	4
0.57579689	2	10	4
0.7589534	1	10	1
0.792678702	2	10	1
0.617699591	2	10	1
0.684601451	2	10	2
0.74985037	2	10	2
0.59345737	2	10	4
0.842077713	1	10	2
0.835390095	2	10	3
0.601854818	2	10	4
0.701211854	2	10	2
0.634461698	2	10	4
0.600770372	2	10	1
0.751183311	2	10	2
0.784015376	2	10	1
0.825028	1	10	3
0.667791541	2	10	3
0.717638553	2	10	1
0.641975392	2	10	4
0.793230999	2	10	1
0.942365516	1	10	3
0.734884612	2	10	3
1.117993319	2	10	1
0.517717961	2	10	4
0.568575148	2	10	1
0.818125468	2	10	2
0.526422768	1	10	4
0.550271507	2	10	4
0.583898832	2	10	2
0.808469745	2	10	2
0.884490043	2	10	1
0.951378472	2	10	2
0.526833238	1	10	4
0.550691458	2	10	1
0.509276265	1	10	4
0.517941566	2	10	4
1.151133138	2	10	1
0.775566569	1	10	1
0.867400429	2	10	3
0.542224478	2	10	1
0.792432578	2	10	2
0.684899723	2	10	3
0.809554587	2	10	2
0.751494225	1	10	2
0.767427096	2	10	1
0.534842735	2	10	4
0.642516627	1	10	3
0.735205798	2	10	1
0.934266339	2	10	3
0.617458207	2	10	3
0.57557368	2	10	1
0.501149829	2	10	4
0.818313518	2	10	1
0.567811887	2	10	2
0.576214076	2	10	3
0.54267485	2	10	3
0.625869878	2	10	1
0.593468036	1	10	4
0.525941187	2	10	1
0.742212232	1	10	1
0.96827569	1	10	3
0.917911146	2	10	2
0.559143425	2	10	4
0.64335495	1	10	2
0.750991311	1	10	3
0.967267096	2	10	1
0.675759557	2	10	2
0.775762125	1	10	4
0.543109023	2	10	1
0.6929989	2	10	1
0.675928644	2	10	3
0.883953549	2	10	1
0.659541451	2	10	3
0.717297614	1	10	1
0.676369139	2	10	4
0.583858536	2	10	4
0.6927188	2	10	3
0.525654767	2	10	4
0.500683261	2	10	4
0.742419639	2	10	3
0.567438553	2	10	4
0.751568892	2	10	3
0.967344923	2	10	1
0.534530241	2	10	2
0.726042323	2	10	3
0.684146734	2	10	2
0.667923492	2	10	2
0.559295525	2	10	1
0.72612094	2	10	1
0.70924071	1	10	1
0.52595699	2	10	4
0.608999129	2	10	1
0.767704035	2	10	2
0.558934832	2	10	2
0.967320824	1	10	4
0.900611754	1	10	3
0.784306142	2	10	1
0.634834242	2	10	1
0.734019425	2	10	2
0.792278503	2	10	3
0.734576463	2	10	2
0.518269468	2	10	1
0.667826702	2	10	3
0.667106898	1	10	1
0.634892316	1	10	4
0.859454537	2	10	2
0.667232923	2	10	2
0.709300759	2	10	1
0.991891737	2	10	1
0.525608149	1	10	4
0.551834769	2	10	4
0.50134262	1	10	4
0.533795425	2	10	4
0.725399556	2	10	3
0.767551541	2	10	1
0.459808908	2	10	4
0.592801171	2	10	2
0.658989549	2	10	4
0.534216956	2	10	4
0.576311657	2	10	3
0.943617074	2	10	2
0.900989829	2	10	2
0.618257024	2	10	2
0.700559211	2	10	2
0.592543195	2	10	2
0.683387819	2	10	1
0.493196826	2	10	4
0.910299477	2	10	3
0.575709582	2	10	2
0.65128583	1	10	2
0.851168101	2	10	3
0.925433532	2	10	4
0.493754654	2	10	4
0.608905104	2	10	1
0.726672053	2	10	3
0.625262272	2	10	3
0.684247475	2	10	2
0.602071708	2	10	3
1.150808397	2	10	3
0.71787243	2	10	2
0.517155787	2	10	1
0.659245549	2	10	2
0.567369022	2	10	4
0.583893302	2	10	4
0.659123475	2	10	4
0.684083919	2	10	3
1.06667944	2	10	2
0.734059327	2	10	3
0.659372759	2	10	1
0.850942915	2	10	3
0.534180216	2	10	4
0.742629813	1	10	3
0.876181484	2	10	2
0.658877351	2	10	4
0.742424775	2	10	3
0.550918619	2	10	4
1.158465893	2	10	3
0.64329095	1	10	3
0.584541599	2	10	3
0.59222359	2	10	2
0.734421204	2	10	2
1.000131556	1	10	3
0.60145304	2	10	2
0.734820217	2	10	2
0.625818915	2	10	1
0.742463886	2	10	1
0.7599616	2	10	1
0.476754324	2	10	4
0.752148054	1	10	3
0.534169944	1	10	4
0.609435673	2	10	1
0.634091524	2	10	2
0.668465913	2	10	3
0.967862455	2	10	3
0.684480167	2	10	3
0.609129895	2	10	2
0.867171688	2	10	3
0.500976792	2	10	4
0.534733698	2	10	3
0.684579723	1	10	2
0.659348265	2	10	3
0.635052711	2	10	1
0.984534093	2	10	3
0.725255359	1	10	3
0.61662107	2	10	4
0.726249336	2	10	3
0.584022092	2	10	2
0.649598913	2	10	2
0.559024907	1	10	2
0.57683393	2	10	2
0.835208366	2	10	2
1.192711887	1	10	1
0.925987804	2	10	3
0.492290158	2	10	1
0.69287643	1	10	3
0.659149944	2	10	1
0.618085172	2	10	3
0.700288988	2	10	2
0.518100381	2	10	1
0.492783196	2	10	4
0.509531081	1	10	1
0.575536939	1	10	1
0.968171394	1	10	2
1.625726471	2	11	3
0.959275771	2	11	3
0.726236299	2	11	3
0.908924265	1	11	1
0.792426652	2	11	1
0.775760545	2	11	4
1.100888298	2	11	3
0.792176972	2	11	2
0.675864644	1	11	4
0.925940002	2	11	1
0.725611705	2	11	4
0.81779085	2	11	1
0.834338438	2	11	2
0.842696776	1	11	1
0.834265352	2	11	2
0.967274997	2	11	1
0.975868397	1	11	2
0.617724479	2	11	3
0.968259493	1	11	2
0.733460017	2	11	4
0.692862603	2	11	1
1.109366735	1	11	3
0.634410735	2	11	4
0.933929351	2	11	2
0.892550899	2	11	1
0.542411343	1	11	4
0.817488232	2	11	2
0.917559146	2	11	3
0.967536528	2	11	3
0.851179953	2	11	1
1.051242768	2	11	3
0.600726125	2	11	4
0.759251673	2	11	3
0.917637368	2	11	2
0.80957276	2	11	4
0.567427886	2	11	4
0.443007295	2	11	4
1.101073977	1	11	3
0.783982191	2	11	1
0.542344973	2	11	4
0.684097351	2	11	4
1.109090586	2	11	1
0.568675494	2	11	4
0.768026406	2	11	1
0.750830915	2	11	3
0.767585121	2	11	3
0.775768051	2	11	1
0.684348216	2	11	1
0.892751196	2	11	1
0.726499805	2	11	1
0.992325911	2	11	3
1.059364068	1	11	3
0.633616264	2	11	1
0.567265911	2	11	1
0.592167096	2	11	2
0.685184563	1	11	1
0.859793896	2	11	3
0.766683589	2	11	3
0.600515557	1	11	4
0.808794882	2	11	1
0.967321614	2	11	1
1.076228496	1	11	3
0.826087558	2	11	2
0.801485435	2	11	4
0.650002272	2	11	2
0.659516562	2	11	1
0.883979228	2	11	3
0.968296234	2	11	2
0.626298916	2	11	1
0.967623047	2	11	2
0.600439705	2	11	4
1.034340809	2	11	2
0.917191343	2	11	3
0.759586291	2	11	3
0.909055425	2	11	3
0.950950224	1	11	3
1.300420149	2	11	1
0.817616627	2	11	2
0.876427213	2	11	1
1.033891227	1	11	3
0.817589368	2	11	2
0.742023392	2	11	1
1.059030635	1	11	1
0.675687261	2	11	4
0.709520019	2	11	3
0.942593467	1	11	3
0.801274472	1	11	4
0.658414733	2	11	4
0.784977353	2	11	4
0.651281484	2	11	3
0.759224808	1	11	4
0.675883607	2	11	4
0.825371704	2	11	3
0.750826174	2	11	2
0.659259771	2	11	1
0.884620809	2	11	3
0.55080089	2	11	4
0.967424726	2	11	3
0.643153863	1	11	4
0.909269154	2	11	3
0.700679705	2	11	2
0.726490719	2	11	2
0.726538917	2	11	1
0.751039508	2	11	2
0.709658291	2	11	2
0.659499179	2	11	2
0.717426405	2	11	4
0.566590749	2	11	4
0.783920561	2	11	2
0.817438454	2	11	2
0.510503329	2	11	4
0.91733396	2	11	3
0.643027048	2	11	2
0.601023212	2	11	4
0.626098619	2	11	1
0.950978274	2	11	3
0.992367392	1	11	1
0.667659986	1	11	1
1.108855919	2	11	1
0.626590472	2	11	4
0.584023672	2	11	4
0.6925268	2	11	1
0.8510322	1	11	3
0.750560692	2	11	1
0.53414387	1	11	4
1.026359361	2	11	3
0.693127295	2	11	2
0.66762443	2	11	3
0.717333565	2	11	3
0.559462241	2	11	3
0.700261729	2	11	4
0.70999923	2	11	4
0.866632428	2	11	1
0.743449172	2	11	2
1.00069294	2	11	4
1.010614144	2	11	2
0.793662802	2	11	3
0.668173962	2	11	2
0.959225598	2	11	2
0.60909829	2	11	2
0.625644298	2	11	4
1.068526753	2	11	3
1.201332546	2	11	3
0.667317466	2	11	2
0.925746026	2	11	2
0.800739557	2	11	2
1.20963834	2	11	3
0.792247293	2	11	2
0.750150223	2	11	1
0.892413022	2	11	3
0.951793683	2	11	2
0.892458849	1	11	1
0.80088178	2	11	2
0.725917088	2	11	4
0.492914751	2	11	4
0.767833615	2	11	2
0.617744628	2	11	1
0.609760809	2	11	4
0.726206669	2	11	2
0.600455507	2	11	2
0.741826651	2	11	1
0.650828742	2	11	1
1.009855624	2	11	1
0.61858374	2	11	2
0.88390061	2	11	3
0.716906503	2	11	2
0.909564266	2	11	1
1.217407639	2	11	3
0.876324101	2	11	1
0.766890601	2	11	1
0.817076577	2	11	3
0.634204117	1	11	4
0.667712529	2	11	4
1.149822321	2	11	3
0.467377121	2	11	1
0.608954882	2	11	4
0.792334602	2	11	2
0.809803871	2	11	1
0.767365861	2	11	3
0.93417429	2	11	2
0.684139623	2	11	1
0.867269664	2	11	4
0.934392364	2	11	2
0.884114734	2	11	4
0.642509911	2	11	4
1.242532825	1	11	3
0.525961335	2	11	1
0.724795506	2	11	2
0.659481797	2	11	2
0.792747838	2	11	1
1.183796906	2	11	3
1.542857369	2	11	3
0.658850092	2	11	2
0.725922619	2	11	1
0.724881234	2	11	1
0.826019212	2	11	2
0.73448955	2	11	2
0.909342241	1	11	1
0.809601994	2	11	4
0.892633467	2	11	3
0.617519837	2	11	1
0.916611786	2	11	2
0.551320003	2	11	4
0.68390061	2	11	2
1.017003885	2	11	3
0.650562075	2	11	4
0.92586494	2	11	2
0.717420479	2	11	2
0.717288528	2	11	2
1.133926586	1	11	3
0.700778076	2	11	4
0.851337188	2	11	3
0.684204018	1	11	4
0.908998931	2	11	2
0.608777104	1	11	4
0.767631739	2	11	2
0.742749912	2	11	1
0.667486553	2	11	1
0.818873716	2	11	2
